nom,organisation_nom,plateforme,repertoire_url,description,est_fork,est_archive,date_creation,derniere_mise_a_jour,derniere_modification,page_accueil,nombre_stars,nombre_forks,licence,nombre_issues_ouvertes,langage,topics,software_heritage_exists,software_heritage_url
jinja2_fnmatch_extension,metwork-framework,GitHub,https://github.com/metwork-framework/jinja2_fnmatch_extension,a  jinja2 extension to add a fnmatch filter,False,False,2018-11-27T08:14:45Z,2020-09-11T14:26:56Z,2020-09-11T14:26:53Z,,0,0,"BSD 3-Clause ""New"" or ""Revised"" License",0,Python,"autoreadme,integration-level-3,jinja2,jinja2-extension",True,https://archive.softwareheritage.org/browse/origin/https://github.com/metwork-framework/jinja2_fnmatch_extension
keycloakUpdater,signaux-faibles,GitHub,https://github.com/signaux-faibles/keycloakUpdater,keycloakUpdater pour Signaux-Faibles,False,False,2020-09-24T23:35:56Z,2020-10-02T11:55:43Z,2020-10-02T11:55:40Z,,0,0,MIT License,0,Go,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/signaux-faibles/keycloakUpdater
geo.api.gouv.fr,etalab,GitHub,https://github.com/etalab/geo.api.gouv.fr,Site Web de l'API Géo,False,False,2016-06-16T18:39:19Z,2020-10-09T12:11:15Z,2020-10-06T08:40:21Z,https://geo.api.gouv.fr,15,5,,13,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/etalab/geo.api.gouv.fr
parsifal,ANSSI-FR,GitHub,https://github.com/ANSSI-FR/parsifal,Parsifal : an OCaml-based parsing engine,False,True,2018-08-27T12:34:56Z,2018-08-27T12:40:25Z,2018-08-27T12:38:56Z,,0,0,,0,,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/ANSSI-FR/parsifal
depots_officiels_inria_gitlab,dsi_public,GitLab,https://gitlab.inria.fr/dsi_public/depots_officiels_inria_gitlab,Liste des projets publics de Gitlab Inria diffusés sur https://code.etalab.gouv.fr,,False,2020-01-16T08:05:31Z,2020-01-17T14:04:55Z,2020-01-17T14:04:55Z,,0,0,,0,,,True,https://archive.softwareheritage.org/browse/origin/https://gitlab.inria.fr/dsi_public/depots_officiels_inria_gitlab
filo-science,inrae,GitHub,https://github.com/inrae/filo-science,FIsh LOgger application for Science,False,False,2019-05-13T10:23:19Z,2020-08-07T08:52:45Z,2020-08-07T08:52:43Z,,1,0,GNU Affero General Public License v3.0,2,PHP,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/inrae/filo-science
cartodonnees,SGMAP-AGD,GitHub,https://github.com/SGMAP-AGD/cartodonnees,Créer une cartographie exhaustive des données de l'État.,False,False,2016-02-03T14:50:39Z,2018-08-30T15:27:56Z,2016-05-17T15:28:50Z,,2,0,,0,HTML,data-inventory,True,https://archive.softwareheritage.org/browse/origin/https://github.com/SGMAP-AGD/cartodonnees
datapi,signaux-faibles,GitHub,https://github.com/signaux-faibles/datapi,Simple API to host data with security,False,False,2019-02-15T15:35:14Z,2020-10-12T00:19:46Z,2020-10-12T00:19:43Z,,0,0,MIT License,1,Go,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/signaux-faibles/datapi
ralph,openfun,GitHub,https://github.com/openfun/ralph,:gear: An OpenEdx's tracking logs processor to feed your LRS,False,False,2020-02-05T14:31:27Z,2020-06-26T10:44:23Z,2020-10-09T10:17:33Z,,2,1,MIT License,4,Python,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/openfun/ralph
DormantTwitterAccountsDetector,ambanum,GitHub,https://github.com/ambanum/DormantTwitterAccountsDetector,"[HACKATHON]  Detect ""dormant"" bots on Twitter",False,False,2019-04-01T12:13:24Z,2020-07-20T18:05:22Z,2020-07-16T21:36:05Z,,2,1,European Union Public License 1.2,3,JavaScript,"bots,disinformation,twitter",True,https://archive.softwareheritage.org/browse/origin/https://github.com/ambanum/DormantTwitterAccountsDetector
redux-saga-data,betagouv,GitHub,https://github.com/betagouv/redux-saga-data,A lib for fetching normalized data in a redux store through sagas,False,False,2019-02-06T23:49:28Z,2020-03-25T15:09:48Z,2020-09-06T07:38:14Z,,7,0,Mozilla Public License 2.0,2,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/betagouv/redux-saga-data
ckanext-oauth2,etalab,GitHub,https://github.com/etalab/ckanext-oauth2,OAuth2 support for CKAN,False,True,2013-11-04T11:11:12Z,2019-10-18T03:05:22Z,2014-06-20T14:01:08Z,,3,1,,1,Python,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/etalab/ckanext-oauth2
templates.openedition,OpenEdition,GitHub,https://github.com/OpenEdition/templates.openedition,OpenEdition templates for word processors,False,False,2019-10-24T13:00:40Z,2020-09-24T14:43:08Z,2020-09-24T14:51:51Z,,1,0,GNU General Public License v3.0,0,,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/OpenEdition/templates.openedition
geoids,etalab,GitHub,https://github.com/etalab/geoids,🇬🇧 Consistent identifiers for geographical levels • 🇫🇷 Identifiants cohérents pour niveaux géographiques,False,False,2017-05-30T13:40:28Z,2020-04-29T17:53:25Z,2017-05-30T20:06:16Z,,4,0,,0,,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/etalab/geoids
MapStore2,sigrennesmetropole,GitHub,https://github.com/sigrennesmetropole/MapStore2,"Modern webmapping with OpenLayers, Leaflet and React",True,False,2020-04-30T08:18:47Z,2020-05-13T14:23:17Z,2020-05-13T14:23:15Z,https://mapstore.geo-solutions.it/,0,0,Other,0,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/sigrennesmetropole/MapStore2
openfisca-mali,openfisca,GitHub,https://github.com/openfisca/openfisca-mali,Malian tax and benefit system for OpenFisca,False,False,2018-07-10T10:52:40Z,2020-07-01T22:09:07Z,2020-07-01T22:09:04Z,,2,1,GNU Affero General Public License v3.0,7,Python,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/openfisca/openfisca-mali
data_gouv_text,etalab-ia,GitHub,https://github.com/etalab-ia/data_gouv_text,Code du dataset Texte provenant des pdfs trouvés sur data.gouv.fr ,False,False,2020-05-15T19:35:30Z,2020-07-17T04:11:09Z,2020-07-17T04:11:07Z,https://www.data.gouv.fr/fr/datasets/texte-provenant-des-pdfs-trouves-sur-data-gouv-fr/#_,1,0,MIT License,0,Python,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/etalab-ia/data_gouv_text
baseflow,HYCAR-Hydro,GitLab,https://gitlab.irstea.fr/HYCAR-Hydro/baseflow,R package.  Computes Hydrograph Separation,,False,2019-04-29T11:24:10Z,2020-06-04T10:53:20Z,2020-06-04T10:53:20Z,,0,0,,1,,,True,https://archive.softwareheritage.org/browse/origin/https://gitlab.irstea.fr/HYCAR-Hydro/baseflow
heterogeneousmodeling,gemoc,GitHub,https://github.com/gemoc/heterogeneousmodeling,Reference model for heterogeneous modeling,False,False,2018-01-26T09:52:37Z,2018-01-26T10:27:25Z,2018-01-29T09:32:14Z,,1,0,,0,,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/gemoc/heterogeneousmodeling
schema-decp-dpa,etalab,GitHub,https://github.com/etalab/schema-decp-dpa,TableSchema pour la déclaration de profil d'acheteur,False,False,2019-05-03T13:31:18Z,2019-06-05T15:40:07Z,2019-05-03T13:34:57Z,,1,0,,0,Jupyter Notebook,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/etalab/schema-decp-dpa
dlp-arduino,dlp-sif,GitLab,https://gitlab.inria.fr/dlp-sif/dlp-arduino,"Neuvième séance de ""Demandez le Programme"" consacrée à Arduino",,False,2017-03-20T16:13:17Z,2017-04-27T10:48:42Z,2017-04-27T10:48:42Z,,1,1,,0,,,True,https://archive.softwareheritage.org/browse/origin/https://gitlab.inria.fr/dlp-sif/dlp-arduino
ckanext-sentry,datalocale,GitHub,https://github.com/datalocale/ckanext-sentry,Sentry support for CKAN,True,False,2017-10-18T10:06:45Z,2017-10-18T10:06:46Z,2017-10-18T10:07:32Z,,0,0,,0,Python,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/datalocale/ckanext-sentry
getting-started-with-ezvis,ezpaarse-project,GitHub,https://github.com/ezpaarse-project/getting-started-with-ezvis,How to quickly get started with ezvis.,True,False,2015-11-18T11:20:40Z,2015-11-19T17:54:05Z,2015-11-18T15:18:43Z,,1,0,,0,,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/ezpaarse-project/getting-started-with-ezvis
abstractsdrsspectrum.jl,gerzaguet_public,GitLab,https://gitlab.inria.fr/gerzaguet_public/abstractsdrsspectrum.jl,Julia Package to plot real time spectrum of signal using AbstractSDRs,,False,2020-06-10T06:50:29Z,2020-06-10T06:50:29Z,2020-06-10T06:50:29Z,,0,0,,0,,,True,https://archive.softwareheritage.org/browse/origin/https://gitlab.inria.fr/gerzaguet_public/abstractsdrsspectrum.jl
cas-server-support-agimus-cookie,EsupPortail,GitHub,https://github.com/EsupPortail/cas-server-support-agimus-cookie,Intégration of cookie Agimus for CAS,False,False,2018-02-26T12:55:06Z,2019-08-13T13:47:06Z,2020-09-01T11:50:48Z,,1,1,,2,Java,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/EsupPortail/cas-server-support-agimus-cookie
parcours_r_module_applications_shiny,MTES-MCT,GitHub,https://github.com/MTES-MCT/parcours_r_module_applications_shiny,,False,False,2019-12-30T09:16:48Z,2019-12-30T09:16:48Z,2019-12-30T09:16:49Z,,0,0,,0,,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/MTES-MCT/parcours_r_module_applications_shiny
cartogram,riatelab,GitHub,https://github.com/riatelab/cartogram,r package for cartogram creation,True,False,2016-09-05T11:37:06Z,2018-06-14T10:09:19Z,2018-06-14T10:09:17Z,,1,0,,0,R,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/riatelab/cartogram
lodex-use-cases,Inist-CNRS,GitHub,https://github.com/Inist-CNRS/lodex-use-cases,,False,False,2017-03-21T07:34:57Z,2020-03-09T15:32:07Z,2020-03-09T15:32:04Z,,1,0,,0,,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/Inist-CNRS/lodex-use-cases
AD-permissions,ANSSI-FR,GitHub,https://github.com/ANSSI-FR/AD-permissions,Active Directory permissions (ACL/ACE) auditing tools,False,False,2012-07-04T09:18:18Z,2020-09-09T14:43:43Z,2017-06-15T16:26:08Z,,128,19,Other,0,PHP,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/ANSSI-FR/AD-permissions
journee-recherche,1024pix,GitHub,https://github.com/1024pix/journee-recherche,Page pour les journées recherche,False,False,2019-12-12T10:01:27Z,2020-01-14T18:09:06Z,2020-01-14T18:09:04Z,,0,0,,0,HTML,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/1024pix/journee-recherche
exhibitv2,grid5000,GitLab,https://gitlab.inria.fr/grid5000/exhibitv2,exhibitv2 is a javascript library used by the UI of Grid'5000 API.,,False,2019-06-17T14:48:17Z,2019-06-17T14:48:17Z,2019-06-17T14:48:17Z,,0,0,,0,,,True,https://archive.softwareheritage.org/browse/origin/https://gitlab.inria.fr/grid5000/exhibitv2
communications,dreal-datalab,GitLab,https://gitlab.com/dreal-datalab/communications,Repo avec des supports de présentation du DREAL datalab Pays de la Loire ,,False,2019-09-11T09:11:28Z,2019-12-05T06:43:26Z,2019-12-05T06:43:26Z,,0,0,,0,,,True,https://archive.softwareheritage.org/browse/origin/https://gitlab.com/dreal-datalab/communications
caml-crush,ANSSI-FR,GitHub,https://github.com/ANSSI-FR/caml-crush,Caml Crush: an OCaml PKCS#11 filtering proxy,False,True,2017-12-08T13:00:31Z,2018-12-28T05:38:32Z,2017-12-08T13:04:25Z,,2,0,,0,,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/ANSSI-FR/caml-crush
openfisca.org,openfisca,GitHub,https://github.com/openfisca/openfisca.org,The public-facing website of OpenFisca for an international audience.,False,False,2017-07-27T09:42:57Z,2020-07-22T06:14:31Z,2020-09-29T16:06:47Z,https://openfisca.org,6,4,,4,HTML,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/openfisca/openfisca.org
rgaa_angular-bootstrap,DISIC,GitHub,https://github.com/DISIC/rgaa_angular-bootstrap,Corrections d'accessibilité sur les composants Angular Bootstrap.,False,False,2016-05-12T13:43:55Z,2017-08-02T14:36:21Z,2017-06-28T09:59:19Z,,3,1,Other,0,HTML,"a11y,angular,bootstrap,rgaa",True,https://archive.softwareheritage.org/browse/origin/https://github.com/DISIC/rgaa_angular-bootstrap
navigocorpus,portic,GitLab,https://gitlab.huma-num.fr/portic/navigocorpus,BDD navigocorpus : CSV/XLSX files and ETL for postgres,,False,2019-07-09T14:07:41Z,2020-08-07T12:58:12Z,2020-08-07T12:58:12Z,,0,0,,0,,,True,https://archive.softwareheritage.org/browse/origin/https://gitlab.huma-num.fr/portic/navigocorpus
nm-geoalerte-mob,communaute-cimi,GitHub,https://github.com/communaute-cimi/nm-geoalerte-mob,Hackathon Nec Mergitur - projet Géo Alerte - Application Mobile,False,False,2016-01-16T12:58:20Z,2016-01-16T13:16:16Z,2016-01-17T11:50:53Z,,1,0,,0,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/communaute-cimi/nm-geoalerte-mob
udata-youckan,opendatateam,GitHub,https://github.com/opendatateam/udata-youckan,YouCKAN Auth support for uData,False,True,2014-05-21T19:03:13Z,2019-08-21T08:02:59Z,2017-02-15T23:59:11Z,,1,2,GNU Affero General Public License v3.0,0,Python,"oauth2,python,sso,udata,udata-youckan,youckan",True,https://archive.softwareheritage.org/browse/origin/https://github.com/opendatateam/udata-youckan
template-jekyll,etalab,GitHub,https://github.com/etalab/template-jekyll,Theme/Template beta/data.gouv.fr pour Jekyll ,False,False,2018-05-15T14:26:37Z,2019-07-08T14:49:37Z,2019-07-11T22:13:21Z,,6,5,MIT License,4,CSS,jekyll-theme,True,https://archive.softwareheritage.org/browse/origin/https://github.com/etalab/template-jekyll
andi,betagouv,GitHub,https://github.com/betagouv/andi,Service numérique en développement visant à faciliter l'immersion professionnelle des personnes en situation de handicap.,False,False,2019-07-11T09:55:35Z,2020-05-14T19:36:34Z,2020-09-10T12:47:20Z,https://andi.beta.gouv.fr,2,0,GNU Affero General Public License v3.0,8,CSS,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/betagouv/andi
gn_module_flore_prioritaire,PnX-SI,GitHub,https://github.com/PnX-SI/gn_module_flore_prioritaire,Module GeoNature Flore prioritaire,False,False,2018-10-15T08:53:35Z,2019-09-29T15:23:34Z,2019-09-29T15:23:32Z,,2,0,GNU General Public License v3.0,7,PLpgSQL,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/PnX-SI/gn_module_flore_prioritaire
Pufferscale,Puffertools,GitLab,https://gitlab.inria.fr/Puffertools/Pufferscale,An implementation of a modular malleability manager for Mochi services.,,False,2018-07-20T12:24:47Z,2019-10-03T11:16:15Z,2019-10-03T11:16:15Z,,0,0,,0,,,True,https://archive.softwareheritage.org/browse/origin/https://gitlab.inria.fr/Puffertools/Pufferscale
territoires.store,incubateur-territoires,GitHub,https://github.com/incubateur-territoires/territoires.store,Le catalogue des services publics numériques,False,False,2020-10-08T10:02:10Z,2020-10-09T21:28:42Z,2020-10-09T21:28:38Z,,0,0,,0,Vue,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/incubateur-territoires/territoires.store
opportunistic-rv-conf,monitoring,GitLab,https://gitlab.inria.fr/monitoring/opportunistic-rv-conf,Artifact repository for the paper  Opportunistic RV of Multithreaded Programs,,False,2019-04-12T07:34:01Z,2019-04-12T08:44:20Z,2019-04-12T08:44:20Z,,0,0,,0,,,True,https://archive.softwareheritage.org/browse/origin/https://gitlab.inria.fr/monitoring/opportunistic-rv-conf
hackathon_associations,etalab,GitHub,https://github.com/etalab/hackathon_associations,Préparation des données pour le hackathon association (30 novembre 2019),False,False,2019-10-11T08:59:59Z,2019-12-05T21:52:16Z,2019-12-05T21:52:13Z,,4,0,,1,R,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/etalab/hackathon_associations
aria,unistra,GitHub,https://github.com/unistra/aria,,False,False,2012-10-31T12:19:38Z,2014-12-04T12:33:12Z,2017-07-11T10:31:05Z,,1,2,,0,PHP,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/unistra/aria
lsd-cmla,remote_modules,GitLab,https://gitlab.orfeo-toolbox.org/remote_modules/lsd-cmla,Line Segment Detection with original code from CMLA,,False,2018-04-19T15:42:05Z,2018-04-19T15:42:05Z,2018-04-19T15:42:05Z,,0,0,,0,,,True,https://archive.softwareheritage.org/browse/origin/https://gitlab.orfeo-toolbox.org/remote_modules/lsd-cmla
viva,piper,GitLab,https://gitlab.inria.fr/piper/viva,ViVa FEM female model,,False,2017-04-20T09:18:57Z,2019-09-13T16:09:24Z,2019-09-13T16:09:24Z,,1,0,,1,,,True,https://archive.softwareheritage.org/browse/origin/https://gitlab.inria.fr/piper/viva
preuve-covoiturage,betagouv,GitHub,https://github.com/betagouv/preuve-covoiturage,Registre de preuve de covoiturage,False,False,2018-11-07T15:21:03Z,2020-10-09T10:43:33Z,2020-10-09T10:43:30Z,https://app.covoiturage.beta.gouv.fr,20,5,Apache License 2.0,47,TypeScript,"api,betagouv,carpooling,covoiturage",True,https://archive.softwareheritage.org/browse/origin/https://github.com/betagouv/preuve-covoiturage
cas-toolbox-new,EsupPortail,GitHub,https://github.com/EsupPortail/cas-toolbox-new,Nouveau packaging Esup pour le serveur CASv4 et v3,False,False,2015-02-05T03:53:54Z,2016-12-14T14:18:47Z,2016-07-08T13:31:12Z,,3,6,Apache License 2.0,4,Java,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/EsupPortail/cas-toolbox-new
jitsi,open-source,GitLab,https://git.beta.pole-emploi.fr/open-source/jitsi,,,False,2020-04-06T16:02:56Z,2020-04-06T17:05:48Z,2020-04-06T17:05:48Z,,0,0,,0,,,True,https://archive.softwareheritage.org/browse/origin/https://git.beta.pole-emploi.fr/open-source/jitsi
gilviewer,IGNF,GitHub,https://github.com/IGNF/gilviewer,Automatically exported from code.google.com/p/gilviewer,False,False,2015-03-25T14:21:35Z,2019-07-29T22:20:02Z,2016-10-21T09:52:32Z,,5,3,GNU Lesser General Public License v3.0,8,C++,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/IGNF/gilviewer
sedatools,ProgrammeVitam,GitHub,https://github.com/ProgrammeVitam/sedatools,Bibliothèque SEDA et exemples d'usage,False,False,2019-02-01T16:10:37Z,2020-07-10T15:11:33Z,2020-07-10T15:11:36Z,,3,5,Other,10,Java,"seda,vitam",True,https://archive.softwareheritage.org/browse/origin/https://github.com/ProgrammeVitam/sedatools
mes-aides-openfisca,betagouv,GitHub,https://github.com/betagouv/mes-aides-openfisca,,False,False,2018-08-13T12:04:50Z,2018-11-05T15:35:52Z,2018-11-05T15:35:50Z,,0,0,GNU Affero General Public License v3.0,2,Python,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/betagouv/mes-aides-openfisca
gru-module-directory-mappingmanager,lutece-secteur-public,GitHub,https://github.com/lutece-secteur-public/gru-module-directory-mappingmanager,⛔️ DEPRECATED,False,False,2016-08-18T14:59:21Z,2020-08-27T13:50:44Z,2017-07-13T11:21:36Z,,0,0,,0,Java,deprecated,True,https://archive.softwareheritage.org/browse/origin/https://github.com/lutece-secteur-public/gru-module-directory-mappingmanager
springer-simpoplocal,Geographie-cites,GitHub,https://github.com/Geographie-cites/springer-simpoplocal,,False,False,2016-02-08T16:16:38Z,2016-02-08T16:18:04Z,2016-02-08T16:21:14Z,,0,0,,0,Scala,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/Geographie-cites/springer-simpoplocal
toolboxes,bioimage-it,GitLab,https://gitlab.inria.fr/bioimage-it/toolboxes,This repository contains the default configuration files of toolboxes and tools list,,False,2020-05-19T12:17:45Z,2020-07-02T15:20:03Z,2020-07-02T15:20:03Z,,0,0,,0,,,True,https://archive.softwareheritage.org/browse/origin/https://gitlab.inria.fr/bioimage-it/toolboxes
openfisca-brestmetropole,openfisca,GitHub,https://github.com/openfisca/openfisca-brestmetropole,Extension OpenFisca pour Brest métropole,False,False,2018-01-03T13:43:01Z,2019-11-28T13:14:55Z,2019-12-13T14:03:58Z,,1,0,GNU Affero General Public License v3.0,0,Python,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/openfisca/openfisca-brestmetropole
addok-http-falcon,addok,GitHub,https://github.com/addok/addok-http-falcon,"Addok plugin to handle HTTP layer, based on Falcon",False,False,2019-05-09T12:15:46Z,2019-05-09T12:16:18Z,2019-05-09T12:16:17Z,,0,0,,0,Python,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/addok/addok-http-falcon
exmodelo-model,openmole,GitHub,https://github.com/openmole/exmodelo-model,,False,False,2019-04-26T09:01:10Z,2020-09-03T12:44:10Z,2020-09-03T12:44:07Z,,0,0,,0,Scala,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/openmole/exmodelo-model
petrinet,gemoc,GitHub,https://github.com/gemoc/petrinet,Experimentations about model and execution trace co-evolution,False,False,2016-02-23T20:38:43Z,2019-10-04T13:05:42Z,2019-04-30T12:02:52Z,,3,0,,0,Java,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/gemoc/petrinet
mcms,DIVERSIFY-project,GitHub,https://github.com/DIVERSIFY-project/mcms,Minimal CMS in server side JavaScript,True,False,2013-11-26T18:17:24Z,2013-11-26T21:13:09Z,2013-11-26T18:19:56Z,,0,0,,0,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/DIVERSIFY-project/mcms
ozensemble,SocialGouv,GitHub,https://github.com/SocialGouv/ozensemble,Oz ensemble est une application développée par des experts formés en addictologie de l'association CaPASSCité avec le soutien de l'Agence Régionale de Santé d'Ile de France et du Ministère de la Santé.,False,False,2020-03-31T08:07:43Z,2020-10-04T17:36:40Z,2020-10-04T17:36:37Z,,0,1,,2,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/SocialGouv/ozensemble
etalab.gouv.fr,etalab,GitHub,https://github.com/etalab/etalab.gouv.fr,Le futur site d’Etalab,False,True,2018-11-09T14:57:41Z,2019-05-13T08:37:06Z,2018-11-09T14:57:43Z,,3,0,,4,,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/etalab/etalab.gouv.fr
matchID-project.github.io,matchID-project,GitHub,https://github.com/matchID-project/matchID-project.github.io,matchID project Website,False,False,2017-11-07T10:20:22Z,2020-09-14T20:04:03Z,2020-09-14T20:03:59Z,https://matchID-project.github.io,3,4,,7,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/matchID-project/matchID-project.github.io
sympa-contribs,sympa-community,GitHub,https://github.com/sympa-community/sympa-contribs,a repository for contributions to Sympa that won't fit in the code but could be useful to others anyway,False,False,2018-01-10T14:01:44Z,2020-06-04T16:26:44Z,2020-06-04T17:28:54Z,,1,6,,4,Perl,sympa,True,https://archive.softwareheritage.org/browse/origin/https://github.com/sympa-community/sympa-contribs
extras,openvibe,GitLab,https://gitlab.inria.fr/openvibe/extras,"The OpenViBE extras: Acquisition Server, demos, plugin contributions",,False,2017-10-10T13:18:43Z,2020-10-12T09:26:53Z,2020-10-12T09:26:53Z,,2,2,,0,,,True,https://archive.softwareheritage.org/browse/origin/https://gitlab.inria.fr/openvibe/extras
clipos.github.io,clipos,GitHub,https://github.com/clipos/clipos.github.io,,False,False,2018-09-12T15:17:41Z,2020-05-29T10:19:52Z,2020-05-29T10:19:49Z,https://clip-os.org,21,1,Other,0,HTML,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/clipos/clipos.github.io
istex-api-tools,istex,GitHub,https://github.com/istex/istex-api-tools,Dépôt regroupant des scripts permettant de réaliser différents traitements plus ou moins complexes en sortie de l'API (ex: reconstituer un état de collection en CSV),False,False,2016-03-09T17:18:09Z,2016-12-07T06:22:49Z,2018-02-22T19:56:20Z,,1,0,,1,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/istex/istex-api-tools
dtk-cross,dtk,GitLab,https://gitlab.inria.fr/dtk/dtk-cross,Various pre and post build support tools,,False,2019-04-30T12:51:28Z,2020-09-25T11:01:23Z,2020-09-25T11:01:23Z,,0,0,,0,,,True,https://archive.softwareheritage.org/browse/origin/https://gitlab.inria.fr/dtk/dtk-cross
mastodon-stats,etalab,GitHub,https://github.com/etalab/mastodon-stats,,False,False,2017-05-03T10:09:28Z,2018-01-22T18:48:33Z,2017-05-03T10:09:28Z,,0,0,,0,,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/etalab/mastodon-stats
add_publication,rzine,GitLab,https://gitlab.huma-num.fr/rzine/add_publication,Documentation sur le processus de référencement de ressources sur Rzine.fr,,False,2020-07-02T09:48:21Z,2020-07-08T09:40:19Z,2020-07-08T09:40:19Z,,0,0,,0,,,True,https://archive.softwareheritage.org/browse/origin/https://gitlab.huma-num.fr/rzine/add_publication
samplingfm,diverse-project,GitHub,https://github.com/diverse-project/samplingfm,Uniform Sampling of SAT Solutions for Configurable Systems: Are We There Yet?,False,False,2019-01-23T12:51:51Z,2019-01-29T22:57:55Z,2019-01-23T13:08:13Z,,1,0,,0,C++,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/diverse-project/samplingfm
bioimagepy,bioimage-it,GitLab,https://gitlab.inria.fr/bioimage-it/bioimagepy,Main Python API for the BioImage-IT project,,False,2020-05-18T14:37:22Z,2020-07-02T13:31:16Z,2020-07-02T13:31:16Z,,0,0,,0,,,False,
stopcovid-blesdk-ios,stopcovid19,GitLab,https://gitlab.inria.fr/stopcovid19/stopcovid-blesdk-ios,,,False,2020-05-12T12:35:57Z,2020-07-22T12:32:43Z,2020-07-22T12:32:43Z,,2,0,,0,,,True,https://archive.softwareheritage.org/browse/origin/https://gitlab.inria.fr/stopcovid19/stopcovid-blesdk-ios
serving-ml,SocialGouv,GitHub,https://github.com/SocialGouv/serving-ml,Documentation of TensorFlow serve usage (Code du travail numérique).,False,False,2020-05-18T09:23:32Z,2020-10-11T23:18:58Z,2020-10-11T23:18:56Z,,0,0,,4,TypeScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/SocialGouv/serving-ml
millerozyma_farinosa-cbs_7064,gryc-data,GitLab,https://forgemia.inra.fr/gryc-data/millerozyma_farinosa-cbs_7064,Millerozyma farinosa CBS 7064 complete genome and annotation data.,,False,2020-09-10T14:47:09Z,2020-09-10T14:47:09Z,2020-09-10T14:47:09Z,,0,0,,0,,,True,https://archive.softwareheritage.org/browse/origin/https://forgemia.inra.fr/gryc-data/millerozyma_farinosa-cbs_7064
leximpact-client,betagouv,GitHub,https://github.com/betagouv/leximpact-client,leximpact-client a été migré vers une autre organisation,False,False,2019-04-25T00:49:19Z,2020-03-20T09:10:16Z,2020-09-18T10:21:20Z,https://github.com/leximpact/leximpact-client,2,1,GNU Affero General Public License v3.0,7,JavaScript,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/betagouv/leximpact-client
casper,SocieteNumerique,GitHub,https://github.com/SocieteNumerique/casper,Thème de blog pour Ghost traduit en français,False,False,2017-11-21T00:29:12Z,2018-10-24T16:22:18Z,2018-10-24T16:22:16Z,,0,1,MIT License,0,CSS,,True,https://archive.softwareheritage.org/browse/origin/https://github.com/SocieteNumerique/casper
SimPLU3D.github.io,SimPLU3D,GitHub,https://github.com/SimPLU3D/SimPLU3D.github.io,Website of SimPLU3D organization,False,False,2018-02-28T15:43:58Z,2020-10-08T11:56:54Z,2020-10-08T11:56:52Z,,3,0,,0,HTML,"3d,3d-gis,3d-gis-data-modelling,building-generation,simulation,urban-planning,urban-regulations",True,https://archive.softwareheritage.org/browse/origin/https://github.com/SimPLU3D/SimPLU3D.github.io
